time_s,x1,x2,y
2.04,-0.2729547722,0.837797911,-0.9807974243
2.05,-0.3553652981,-0.01142667859,-0.5892743415
2.06,-0.06707303339,-0.7518602856,0.6599524336
2.07,0.4214543692,1.666920794,0.1789928267
2.08,-0.2870121594,-0.4551432718,-0.08850608628
2.09,-0.8596867082,-1.303972817,-0.9827395883
2.1,1.891846842,1.606884258,3.920760706
2.11,0.07275314487,1.730990628,-0.772379245
2.12,0.09721909598,-0.4990002088,0.8755650063
2.13,0.8135716331,-0.4355906988,2.65112145
2.14,0.7960605321,0.2108828162,2.148003695
2.15,1.282773678,0.3360443508,3.233155449
2.16,0.9311344998,0.233429569,2.464310124
2.17,0.02689925658,-0.8640960704,0.9978689489
2.18,0.3954302952,-0.2842134495,1.485873093
2.19,-0.1959466117,1.360328587,-1.123062862
2.2,-0.5930024377,0.5526617486,-1.57328015
2.21,0.1847348492,-0.6151766108,1.178379039
2.22,-0.1874207598,-0.562488006,0.2447873033
2.23,1.2552509,0.7821846024,2.886880546
2.24,-1.703915999,-0.3047928549,-3.706910208
2.25,-1.188879937,0.3355066815,-2.902948508
2.26,-1.348848154,0.7377242831,-3.556310147
2.27,-0.9865967669,-0.6177528438,-1.74549237
2.28,2.10768287,0.4920104635,5.250456994
2.29,0.2381742082,0.05515320484,0.8916196822
2.3,0.8573507308,1.42916032,1.441426497
2.31,-2.186867958,-0.529148625,-4.820970553
2.32,-0.07367755462,-0.5081428288,0.429754116
2.33,1.809170789,1.546951991,3.755271955
2.34,-0.1007978389,-0.7715217585,0.5564612357
2.35,-1.049956159,-0.4853176476,-2.023538441
2.36,-0.4142769972,0.08546985129,-0.7692233003
2.37,1.463001222,-0.3901075177,4.24529876
2.38,0.8519691189,1.722420083,1.207575789
2.39,-1.209609086,-0.1388876263,-2.636412136
2.4,-0.2710198123,-0.1892471417,-0.2646852558
2.41,0.2372577002,0.4292316405,0.6437922019
2.42,2.281597068,-0.05571396471,6.020113384
2.43,-0.840549029,0.1009693184,-1.872335978
2.44,-1.111702405,-0.2050266224,-2.33590812
2.45,-0.3980554403,-0.8170174615,-0.1062232622
2.46,0.2383290919,1.915535385,-0.4549502371
2.47,2.531874227,0.6615271917,6.182975967
2.48,0.1878822266,-0.7599812937,1.317745422
2.49,-0.896269901,-0.7999971096,-1.369954806
2.5,-0.6720924837,-0.514171175,-1.06554796
2.51,-0.1419565677,-0.5546149664,0.3373967413
2.52,0.1175995035,1.678171805,-0.5574270648
2.53,1.35419482,1.122887505,2.879412045
2.54,-1.506889192,-0.9172736971,-2.800769142
2.55,-0.6623120316,0.09974552667,-1.426810278
2.56,-0.6883665323,0.6449795552,-1.860990797
2.57,1.691645785,1.010468413,3.868709257
2.58,0.809371379,0.751133837,1.789434675
2.59,-0.9136815885,1.215693409,-2.874484333
2.6,1.615645378,1.322829298,3.419824692
2.61,-1.188546745,0.4648729169,-3.05609321
2.62,-0.4841933939,0.7513618728,-1.402494822
2.63,1.75715483,-2.691913798,6.589306438
2.64,-2.259708665,-0.1619269052,-5.274854807
2.65,0.8093277236,-2.263025064,3.908070169
2.66,0.6313326898,0.8308890033,1.270461878
2.67,-0.1885283455,-0.7538567374,0.3464679342
2.68,-0.3275928365,-0.8029779925,0.04719839601
2.69,-0.3555995962,0.7176932789,-1.102443173
2.7,0.3673167504,-0.7546681661,1.739177143
2.71,0.5627990067,0.765090257,1.175213715
2.72,0.3546978919,0.6855437144,0.6662747829
2.73,0.05981503161,-1.38976321,1.441128918
2.74,1.541180432,0.7159786062,3.666602769
2.75,0.09302999532,-0.5869664893,0.9800512484
2.76,2.682604648,-0.7110740564,7.499786256
2.77,2.504282854,-0.713375152,7.071716268
2.78,-0.140855665,1.042346664,-0.8047722931
2.79,0.1216706827,0.6675370859,0.1219981833
2.8,-0.2342551808,-0.3496066397,-0.02175021692
2.81,0.2129472817,1.192812795,-0.009263082357
2.82,-0.4579056903,-0.5707011704,-0.3882462919
2.83,0.4147964203,-1.593169367,2.445601178
2.84,-0.6069015485,0.6692550221,-1.72394967
2.85,-1.754752493,-0.3402347328,-3.842871652
2.86,0.5855686952,-1.201418195,2.564117109
2.87,-0.9619757699,0.2012646756,-2.248920753
2.88,0.8741423937,-0.195579353,2.68204217
2.89,1.051721995,1.099073876,2.147300367
2.9,1.656824212,-0.05786375955,4.491300737
2.91,-0.3584771499,0.9964607472,-1.322729761
2.92,-1.519283801,-0.1591881101,-3.369025745
2.93,1.596423807,1.000745426,3.556443428
2.94,1.592815571,0.1614533357,4.184638285
2.95,1.683339847,-0.1662588486,4.616242761
2.96,0.9473084384,0.3359965258,2.461192392
2.97,2.472292584,0.4922145378,6.126790514
2.98,1.32615489,-0.7137726354,4.126819487
2.99,0.7482431887,0.04597076944,2.1589885
3,-1.843100321,-2.705350079,-2.399685317
3.01,0.2652070686,-2.062830399,2.397247054
3.02,-0.1674192036,-0.4792887714,0.1815233294
3.03,-1.593381595,2.497446535,-5.399366875
3.04,0.6063944276,1.073669611,1.073299754
3.05,-2.17934677,0.446676519,-5.479996622
3.06,-0.2203253854,0.7529087091,-0.7973922202
3.07,1.095230089,-1.333906668,4.000534021
3.08,-0.4535384077,-0.7160329728,-0.3489929549
3.09,-1.955443494,-0.1323798917,-4.47334448
3.1,-1.007400171,0.02402051332,-2.258854343
3.11,-1.28376949,1.78269296,-4.173986023
3.12,1.105573906,0.2869416545,2.89397925
3.13,-1.214237233,0.1108107618,-2.796179918
3.14,-1.319126647,-1.569052793,-1.920113312
3.15,-0.1122607907,0.8419024869,-0.543202935
3.16,-0.513098306,-0.07004820076,-0.9427906243
3.17,2.253927998,0.4984619562,5.608747854
3.18,-0.1096411486,1.598247334,-1.062999814
3.19,1.125125767,0.4131385012,2.87436016
3.2,-0.9273580256,0.7735612611,-2.5790084
3.21,0.06238135324,-1.269740204,1.344170665
3.22,-0.2484751086,-0.3776786803,-0.05595347055
3.23,-2.420866052,-1.397364323,-4.747389173
3.24,-0.7982431522,0.7386929384,-2.23395025
3.25,0.8348476605,-1.199118844,3.221735376
3.26,0.7231247847,-1.379508823,3.087963053
3.27,0.3172213786,-1.524918511,2.12008844
3.28,-0.949294699,-1.01407627,-1.323811017
3.29,1.520529419,-0.5391584558,4.429316821
3.3,1.505969107,-1.132070052,4.825893676
3.31,1.383626598,-0.6875147288,4.252053663
3.32,1.09648045,-2.105957115,4.521553243
3.33,-0.2654335814,0.7801185313,-0.9452270408
3.34,0.5445761557,-0.2741591243,1.840703451
3.35,0.797748529,0.5287282649,1.964129678
3.36,1.273359305,-0.04374565681,3.52838296
3.37,0.1186342977,1.580829335,-0.4638068741
3.38,1.763495788,-0.2267342183,4.928159587
3.39,0.4829914936,1.347456149,0.5597896694
3.4,2.387388464,-0.08455670791,6.31459605
3.41,0.886311645,-1.688363337,3.696901286
3.42,-1.227100998,-0.7773462804,-2.248647924
3.43,-1.237289003,-1.388413957,-1.879628634
3.44,-0.096173659,-1.415746788,1.064730471
3.45,2.335670287,0.2010257803,6.015093402
3.46,-0.236577787,1.514205142,-1.339557971
3.47,0.975226371,0.1675022092,2.576780532
3.48,-1.464210014,-0.7204897176,-2.884933366
3.49,0.9195988823,0.1727687482,2.448671152
3.5,1.276345235,-1.343654461,4.464899698
3.51,-0.236818565,0.2237857689,-0.434282592
3.52,0.2939815051,0.09960944155,0.9531541994
3.53,-0.5646690707,-1.72220038,0.08492374278
3.54,0.5558419565,-1.215017668,2.576828556
3.55,-1.797735048,0.1115419481,-4.271205042
3.56,-1.100298586,-1.417372179,-1.456621686
3.57,-0.9344939512,-0.3897573196,-1.795959569
3.58,0.08740903274,-0.953185616,1.164166084
3.59,-0.219758105,0.844737634,-0.8383330131
3.6,-1.121713859,0.3537617157,-2.793384043
3.61,0.4772401943,-0.1852193552,1.62342597
3.62,-0.8260994291,-0.4232761658,-1.509739201
3.63,0.4622687064,-0.4944287664,1.791957607
3.64,0.8803505535,0.8289169647,1.971822253
3.65,-0.109501973,1.076964615,-0.7253006809
3.66,-1.238830919,1.427216304,-3.828271329
3.67,0.05335315776,-1.410230861,1.443235157
3.68,-1.303041854,-0.4099509842,-2.659428735
3.69,0.2757345751,-0.6825945013,1.500740915
3.7,0.4758323814,-1.4315916,2.518739682
3.71,0.2812249831,0.8224567836,0.384329583
3.72,-0.2905434208,1.306200823,-1.350062547
3.73,0.2344289044,0.01164800327,0.8830217825
3.74,0.2301698909,-2.074261536,2.352385299
3.75,-0.3059593379,-0.7943764698,0.1249175543
3.76,0.003413327161,-0.02095557596,0.329486043
3.77,-0.5021212075,0.6718066932,-1.443563288
3.78,0.08079795036,1.333611948,-0.445747248
3.79,0.2493764618,-0.3065924795,1.112217413
3.8,-0.4528920757,-0.98979522,-0.1606751824
3.81,2.799020125,-0.2775956579,7.473692253
3.82,1.014033878,-0.5543061549,3.249099876
3.83,-0.02777936459,0.7690050491,-0.3197263326
3.84,-0.2658166501,-0.1608117318,-0.2519233376
3.85,-0.7913978195,-0.3444904225,-1.413375137
3.86,0.2734782077,-1.125002272,1.815059221
3.87,0.6848287865,0.3032927327,1.828175282
3.88,-0.8369810855,-0.430393483,-1.484311306
3.89,0.7006745419,-1.169638641,2.830727455
3.9,1.525494614,-0.01383614321,4.133015809
3.91,1.815685362,-0.9927318574,5.50358171
3.92,0.1972931132,-0.4164006554,1.121911374
3.93,1.282020488,-0.1492830605,3.601951651
3.94,1.391559618,0.3591335366,3.54481681
3.95,2.309921054,-0.1787260493,6.221555884
3.96,1.81201185,0.4663467906,4.548622102
3.97,0.3034885615,0.9178043952,0.4429935676
3.98,-0.03158659361,-1.530324134,1.314655178
3.99,-0.8247827155,-0.7420619687,-1.213788788
4,0.7594891431,1.215773942,1.346614616
4.01,0.1381294251,-0.2622534038,0.8355504999
4.02,1.535599993,0.8733003502,3.542270602
4.03,0.1610687173,-0.02067808402,0.6964501841
4.04,-1.09312142,0.4438373555,-2.746095362
4.05,-0.5070337007,-0.4739637913,-0.6416056595
4.06,0.03066526546,0.3800152316,0.09872120244
4.07,1.182892315,-0.08270184111,3.307253487
4.08,-0.6567541034,-0.3306930041,-1.130062031
4.09,-1.824312477,-2.054414527,-2.769326804
4.1,-1.94355976,1.267574887,-5.395805248
4.11,-0.1198981716,1.31949496,-0.9196530166
4.12,-0.9055048455,-1.828015317,-0.6923462657
4.13,-0.7835204001,0.8712138353,-2.267935356
4.14,-0.6434088405,-1.845251547,-0.03800856246
4.15,1.27099585,0.3869639105,3.216993595
4.16,-0.1155763701,1.616639321,-1.128562945
4.17,0.4938671825,-0.3273107057,1.728124621
4.18,0.09835026232,0.1419893893,0.4657242858
4.19,1.104535521,1.602825331,1.943101581
4.2,-0.9482867441,0.2823242397,-2.312322416
4.21,-0.579776544,0.3861492172,-1.430479106
4.22,0.99836406,-0.4665767114,3.166831682
4.23,-0.9079374804,-0.1538811047,-1.815392621
4.24,1.48941375,0.2956794709,3.81157105
4.25,0.2842017394,1.094541627,0.2174900943
4.26,-0.3510092778,-0.7836262973,-0.07751655933
4.27,-1.186298429,0.2472910532,-2.85018248
4.28,-0.5156461639,-0.4595302943,-0.6829103864
4.29,0.9532649297,0.6906463079,2.182286828
4.3,-0.4586393363,2.674741848,-2.699832752
4.31,0.3483379476,-0.7290078918,1.667783156
4.32,0.7815045793,-1.746323852,3.49332083
4.33,1.278221771,-2.052108721,4.929531935
4.34,0.1081850211,0.40615286,0.2847423653
4.35,1.140881001,0.8159955335,2.592270018
4.36,1.100217123,1.605323367,1.933037903
4.37,0.8086614769,0.5493598678,1.939568347
4.38,2.423513351,-1.20573241,7.195689267
4.39,-0.4080051697,-0.3698491266,-0.4389681821
4.4,0.7134357716,-0.3204140406,2.275334325
4.41,0.3887582264,-0.4906651016,1.607062017
4.42,-0.140479853,-0.3342097132,0.17914031
4.43,0.1961525469,1.246284483,-0.1237290506
4.44,-1.769074803,1.44564374,-5.166763097
4.45,-0.03572565041,-1.242607186,1.088679391
4.46,-1.414093144,-2.265949257,-1.638685598
4.47,0.03416749362,-1.312572763,1.276070283
4.48,0.106633808,2.295575625,-1.0580826
4.49,0.9420363256,0.2037328318,2.532615499
4.5,2.243000494,-1.607331675,7.014875736
4.51,-0.3696901462,1.162763939,-1.444392992
4.52,1.13853306,0.3196334552,2.929751739
4.53,0.5145991479,1.118773019,0.8162151125
4.54,-1.360761805,2.67853899,-4.976732477
4.55,0.5941380826,-0.5966859455,2.188500568
4.56,0.2094975665,-0.8526638542,1.410065474
4.57,1.085808721,-0.07007756639,3.072744782
4.58,0.1495045837,-1.473044431,1.668060932
4.59,-0.3283003001,0.889091523,-1.167549592
4.6,0.04866094498,-0.1402150829,0.4995831726
4.61,0.7581892701,-1.588543394,3.309901761
4.62,-1.127479823,-1.13794128,-1.730007346
4.63,0.5807367112,0.8555212765,1.191044051
4.64,-1.139490417,1.311142451,-3.421227987
4.65,0.9949467103,-0.6788410761,3.234505135
4.66,0.7476491847,-0.5171210357,2.514167864
4.67,-0.6657295451,-0.7273446959,-0.8665873446
4.68,-0.06473669817,-0.04670347302,0.1699265874
4.69,1.143023042,-1.398699811,4.147851124
4.7,0.3674072978,0.948684743,0.5050336945
4.71,-0.7661082027,-1.253210004,-0.7239263723
4.72,-0.8251694622,1.158198748,-2.555454687
4.73,0.0870909898,0.8782945289,-0.03650445282
4.74,-1.396240452,-1.347651808,-2.27131371
4.75,-0.5623183664,-0.05382090964,-1.086261954
4.76,0.7921278621,-0.6901092289,2.735064052
4.77,-1.498659242,-1.063254096,-2.685521112
4.78,-0.3543282183,0.1307242136,-0.7071745196
4.79,-0.4599133711,2.317450642,-2.494605276
4.8,-0.06276917447,-0.6230328187,0.5222501896
4.81,-0.2984129048,-0.6821486778,0.04482893316
4.82,1.785755929,0.8152219713,4.171370196
4.83,1.468451132,0.1973879717,3.861193869
4.84,-0.700412844,0.6014003033,-1.875870943
4.85,0.0152084781,2.396284779,-1.300610843
4.86,1.394497752,-0.09081410082,3.840501399
4.87,-1.045228447,0.7332459986,-2.815117565
4.88,0.3910031262,0.5806021491,0.8701966211
4.89,1.418863435,0.3117903862,3.616047221
4.9,1.411446542,-1.21516006,4.663511965
4.91,0.03731137825,0.6545117917,-0.01537824549
4.92,-1.187198893,2.127764364,-4.154091184
4.93,0.1953336423,-1.858559756,2.091515748
4.94,-0.02955708219,-0.6224460943,0.6582711247
4.95,0.4212994599,0.1191648858,1.309600201
4.96,0.5168416672,-0.4319091902,1.881202258
4.97,-0.3898171835,-0.07944910423,-0.6221441975
4.98,-0.7311225646,0.3661130748,-1.792633943
4.99,-2.778201234,-1.546683785,-5.588883573
5,-0.6903056122,-0.1927441543,-1.302978765
5.01,0.3956892456,0.8472143668,0.7203376586
5.02,0.9197831586,0.4801862912,2.282142412
5.03,0.5774504134,0.2569822416,1.538024653
5.04,0.1685583892,-1.379190645,1.738460461
5.05,-0.244133363,0.2845723655,-0.5360202845
5.06,0.04958468416,-1.162614248,1.240242713
5.07,-0.2828396185,2.026505739,-1.812631475
5.08,-0.1067838503,-0.3610519651,0.2825255219
5.09,-0.7914356509,0.2703252309,-1.895274517
5.1,-0.5265945546,-0.7997587372,-0.4495076442
5.11,-0.1310332654,0.04717507625,-0.1192619428
5.12,1.089420777,3.332950626,0.7413126712
5.13,-0.4788885711,1.024986464,-1.61579164
5.14,1.937374427,-0.1954476326,5.234477347
5.15,-0.327615399,-0.5816711239,-0.0963309441
5.16,-0.5192884455,-0.7858315097,-0.4392698257
5.17,0.5881750612,2.801815038,-0.1619655795
5.18,0.1971051859,-0.09756370166,0.8540813756
5.19,0.6522211718,1.593084711,0.8067960609
5.2,-0.0249319612,-0.0952347437,0.2738246499
5.21,-0.7663885548,1.255678916,-2.484342324
5.22,0.2672835399,1.087290132,0.2154131201
5.23,-1.904680111,-0.2862499286,-4.260724616
5.24,0.08713431335,0.2390107445,0.392891877
5.25,1.242056005,1.18580577,2.583886412
5.26,-0.0142826898,-0.6400656625,0.7193804544
5.27,0.6505784524,0.7189440422,1.440617052
5.28,0.8171787263,1.258366028,1.471820129
5.29,1.922664676,-0.8050755737,5.673952576
5.3,0.4179814753,-1.190088576,2.176251241
5.31,-0.5395187976,-0.5222766524,-0.7071330388
5.32,-1.09158685,0.8841655558,-3.020188705
5.33,0.9232223368,-1.127426812,3.361931052
5.34,1.045616521,1.1870483,2.06307187
5.35,1.144386471,0.5915556702,2.731452996
5.36,-0.6687253585,-1.150324158,-0.5676927182
5.37,0.7406105736,-0.6035959766,2.591547843
5.38,-0.2830737569,0.3929232013,-0.6751794548
5.39,0.2689135162,1.459519633,-0.09590623213
5.4,-0.9511645414,2.866021828,-4.07794424
5.41,-0.2751584639,0.7752116651,-0.9176372372
5.42,1.584307687,2.285203537,2.696069755
5.43,-0.2087666673,0.07248893142,-0.2776491059
5.44,0.03177454459,-1.21476479,1.20947289
5.45,1.894274165,0.5660859021,4.6427735
5.46,0.2068841324,0.3411898966,0.5567214967
5.47,-0.854799275,-0.4997353059,-1.530199633
5.48,1.667949589,0.4408032538,4.15347873
5.49,-1.182233565,0.6130065357,-3.09241708
5.5,0.07463180886,0.1431682278,0.3517911202
5.51,0.0675499718,1.109396292,-0.3209607553
5.52,-0.9756323662,0.4259692589,-2.443816119
5.53,-0.4895131847,-0.1757043348,-0.8262009749
5.54,-1.088144798,-0.7932179295,-1.86663786
5.55,-0.1026803277,0.4233500351,-0.2611406891
5.56,-0.6653336289,-0.2558189411,-1.186719119
5.57,1.268260047,-2.348935264,5.05958206
5.58,-0.2507820851,-1.215172316,0.5165575699
5.59,-0.9241339913,-0.1718401946,-1.88198524
