time_s,u,y
4.17,1,0.4810546966
4.18,1,0.7848866687
4.19,1,1.027940996
4.2,-1,1.234038832
4.21,-1,0.702720756
4.22,-1,0.2661603326
4.23,-1,-0.09239445807
4.24,-1,-0.3893735042
4.25,-1,-0.6271411333
4.26,-1,-0.8234568874
4.27,-1,-0.9889056483
4.28,-1,-1.117662935
4.29,-1,-1.232741059
4.3,-1,-1.311456162
4.31,-1,-1.392438813
4.32,-1,-1.461350614
4.33,-1,-1.517456625
4.34,-1,-1.555019795
4.35,-1,-1.586160905
4.36,-1,-1.606590677
4.37,-1,-1.627705527
4.38,-1,-1.648331937
4.39,-1,-1.660597764
4.4,-1,-1.660426188
4.41,-1,-1.679416864
4.42,-1,-1.693075707
4.43,-1,-1.694365735
4.44,-1,-1.703136338
4.45,-1,-1.701258282
4.46,-1,-1.698153338
4.47,-1,-1.697444611
4.48,-1,-1.702839879
4.49,-1,-1.707484756
4.5,-1,-1.715682288
4.51,-1,-1.713732281
4.52,-1,-1.719351027
4.53,-1,-1.726898778
4.54,-1,-1.723086302
4.55,1,-1.731391831
4.56,1,-1.026127255
4.57,1,-0.458198069
4.58,1,0.02378701448
4.59,1,0.4092630302
4.6,1,0.720983604
4.61,1,0.9808964698
4.62,1,1.18994243
4.63,1,1.367149601
4.64,1,1.501894979
4.65,1,1.623503561
4.66,1,1.717810174
4.67,1,1.793589339
4.68,1,1.852567425
4.69,1,1.910772078
4.7,1,1.950381267
4.71,1,1.995221712
4.72,1,2.024884773
4.73,1,2.059797398
4.74,1,2.089185197
4.75,1,2.112621763
4.76,1,2.115891429
4.77,1,2.123054315
4.78,1,2.135627451
4.79,1,2.131210808
4.8,1,2.135161589
4.81,1,2.139548514
4.82,1,2.136565301
4.83,1,2.138797684
4.84,1,2.139566421
4.85,1,2.1407109
4.86,1,2.148981282
4.87,1,2.157071432
4.88,1,2.151370495
4.89,1,2.151202687
4.9,-1,2.150215425
4.91,-1,1.456870192
4.92,-1,0.885294839
4.93,-1,0.4171633905
4.94,-1,0.03553387836
4.95,-1,-0.2797252982
4.96,-1,-0.5399031773
4.97,-1,-0.7510915039
4.98,-1,-0.9323580249
4.99,-1,-1.071825674
5,-1,-1.196797152
5.01,-1,-1.302177402
5.02,-1,-1.382215863
5.03,-1,-1.448389641
5.04,-1,-1.500321043
5.05,-1,-1.536372628
5.06,-1,-1.58635868
5.07,-1,-1.598710012
5.08,-1,-1.620556961
5.09,-1,-1.636960545
5.1,-1,-1.651062023
5.11,-1,-1.666286748
5.12,-1,-1.679270599
5.13,-1,-1.682218107
5.14,-1,-1.686217074
5.15,-1,-1.686433071
5.16,-1,-1.69356517
5.17,-1,-1.705585372
5.18,1,-1.701532698
5.19,1,-1.013824146
5.2,1,-0.4447593147
5.21,1,0.01688063312
5.22,1,0.3974652215
5.23,1,0.7124750696
5.24,1,0.9842196724
5.25,-1,1.19190324
5.26,-1,0.6615779057
5.27,-1,0.2345749796
5.28,-1,-0.1115101228
5.29,-1,-0.4049551283
5.3,-1,-0.6459024242
5.31,-1,-0.8293153257
5.32,-1,-0.9804503442
5.33,-1,-1.111611053
5.34,-1,-1.225534826
5.35,-1,-1.310514827
5.36,-1,-1.375931888
5.37,-1,-1.440541152
5.38,-1,-1.498646375
5.39,1,-1.543881724
5.4,1,-0.8711068274
5.41,1,-0.3285416399
5.42,1,0.1208484248
5.43,1,0.4789183176
5.44,1,0.7799923338
5.45,1,1.031213862
5.46,1,1.235622752
5.47,1,1.405368062
5.48,1,1.543999532
5.49,1,1.651805298
5.5,1,1.746604592
5.51,1,1.823313058
5.52,1,1.882751419
5.53,1,1.93730437
5.54,1,1.981465512
5.55,1,2.015938992
5.56,1,2.043967891
5.57,1,2.063733183
5.58,1,2.084056576
5.59,1,2.098222901
5.6,1,2.099603328
5.61,1,2.113818387
5.62,1,2.121274817
5.63,1,2.13300885
5.64,1,2.140350418
5.65,1,2.141762479
5.66,1,2.141122103
5.67,1,2.147460169
5.68,1,2.153789512
5.69,1,2.150442998
5.7,1,2.155885633
5.71,1,2.150682455
5.72,1,2.156964533
5.73,1,2.158236929
5.74,-1,2.1680639
5.75,-1,1.462959659
5.76,-1,0.8849266338
5.77,-1,0.4133819792
5.78,-1,0.02719511404
5.79,-1,-0.2875713757
5.8,-1,-0.547639538
5.81,-1,-0.75017634
5.82,-1,-0.9314696294
5.83,-1,-1.071466113
5.84,-1,-1.188204054
5.85,-1,-1.282882876
5.86,-1,-1.358853701
5.87,-1,-1.418006427
5.88,1,-1.472039832
5.89,1,-0.8203947808
5.9,1,-0.2843073474
5.91,1,0.1565253725
5.92,1,0.5190464788
5.93,1,0.820943597
5.94,1,1.056030834
5.95,-1,1.253929979
5.96,-1,0.7171371113
5.97,-1,0.2847780184
5.98,-1,-0.078994256
5.99,-1,-0.3736720164
6,-1,-0.6185181901
6.01,-1,-0.8170342257
6.02,1,-0.9915966749
6.03,1,-0.421733383
6.04,1,0.05085127433
6.05,1,0.4315118532
6.06,1,0.7445695907
6.07,1,1.002152548
6.08,1,1.206011476
6.09,1,1.377052916
6.1,1,1.510432042
6.11,1,1.62465372
6.12,1,1.726914706
6.13,1,1.800350254
6.14,1,1.865846903
6.15,1,1.922107498
6.16,-1,1.962816398
6.17,-1,1.297783289
6.18,-1,0.7471652845
6.19,-1,0.2892147659
6.2,-1,-0.08139452546
6.21,-1,-0.3788923978
6.22,-1,-0.6172677844
6.23,1,-0.8205684442
6.24,1,-0.2798580294
6.25,1,0.1671128693
6.26,1,0.529206089
6.27,1,0.8227932228
6.28,1,1.059420401
6.29,1,1.260090413
6.3,1,1.420987256
6.31,1,1.555659543
6.32,1,1.666571461
6.33,1,1.76115438
6.34,1,1.827729678
6.35,1,1.89260059
6.36,1,1.943008749
6.37,1,1.981120589
6.38,1,2.012693722
6.39,1,2.040884103
6.4,1,2.062486752
6.41,1,2.069156782
6.42,1,2.094649036
6.43,1,2.102981508
6.44,-1,2.113802491
6.45,-1,1.430222972
6.46,-1,0.8662139105
6.47,-1,0.4053736437
6.48,-1,0.02397540075
6.49,-1,-0.295146135
6.5,-1,-0.5408942162
6.51,-1,-0.7612630527
6.52,-1,-0.9240749738
6.53,-1,-1.069876951
6.54,-1,-1.177347623
6.55,-1,-1.289866642
6.56,-1,-1.375656719
6.57,-1,-1.437324652
6.58,1,-1.488917153
6.59,1,-0.8300625003
6.6,1,-0.2790217742
6.61,1,0.1570782959
6.62,1,0.5159568743
6.63,1,0.8138539528
6.64,1,1.063195129
6.65,-1,1.262498304
6.66,-1,0.7164261436
6.67,-1,0.2709362268
6.68,-1,-0.0853576312
6.69,-1,-0.3829469118
6.7,-1,-0.6248972923
6.71,-1,-0.8221515737
6.72,1,-0.9772670755
6.73,1,-0.4065803707
6.74,1,0.05373719786
6.75,1,0.4367196672
6.76,1,0.7472757182
6.77,1,1.006340896
6.78,1,1.212395211
6.79,1,1.37894446
6.8,1,1.510278187
6.81,1,1.630937455
6.82,1,1.735289825
6.83,1,1.822133695
6.84,1,1.887278875
6.85,1,1.936066718
6.86,-1,1.978842468
6.87,-1,1.321556049
6.88,-1,0.7722340551
6.89,-1,0.3176360558
6.9,-1,-0.05168226171
6.91,-1,-0.3576009254
6.92,-1,-0.6128135386
6.93,1,-0.807462233
6.94,1,-0.2659853608
6.95,1,0.1636252839
6.96,1,0.5203896702
6.97,1,0.8199828138
6.98,1,1.071294764
6.99,1,1.266015814
7,-1,1.425734327
7.01,-1,0.858585827
7.02,-1,0.3956075021
7.03,-1,0.01995808743
7.04,-1,-0.3004345335
7.05,-1,-0.5509423642
7.06,-1,-0.7595916891
7.07,1,-0.9289579198
7.08,1,-0.3758761086
7.09,1,0.08708309867
7.1,1,0.4630749106
7.11,1,0.7664739488
7.12,1,1.012442359
7.13,1,1.210739346
7.14,1,1.383145974
7.15,1,1.528198949
7.16,1,1.632522823
7.17,1,1.736762937
7.18,1,1.813860058
7.19,1,1.872596034
7.2,1,1.918626094
7.21,-1,1.954826496
7.22,-1,1.291719327
7.23,-1,0.7555392142
7.24,-1,0.3143874119
7.25,-1,-0.04266176405
7.26,-1,-0.3415671633
7.27,-1,-0.5929637827
7.28,1,-0.7910873279
7.29,1,-0.263741595
7.3,1,0.1698538868
7.31,1,0.5301604245
7.32,1,0.8225436404
7.33,1,1.059004326
7.34,1,1.253751886
7.35,-1,1.414472731
7.36,-1,0.8465676718
7.37,-1,0.3899365527
7.38,-1,0.004236024738
7.39,-1,-0.311795187
7.4,-1,-0.5711680901
7.41,-1,-0.7810505364
7.42,-1,-0.9479522185
7.43,-1,-1.090182495
7.44,-1,-1.209873387
7.45,-1,-1.306787427
7.46,-1,-1.381620445
7.47,-1,-1.441044098
7.48,-1,-1.500477724
7.49,1,-1.540252449
7.5,1,-0.8755686762
7.51,1,-0.3380823309
7.52,1,0.1085539546
7.53,1,0.4792741284
7.54,1,0.7837847095
7.55,1,1.033630929
7.56,1,1.238788939
7.57,1,1.391517352
7.58,1,1.534906913
7.59,1,1.647135067
7.6,1,1.738572485
7.61,1,1.815328602
7.62,1,1.879657162
7.63,1,1.929131158
7.64,1,1.970591417
7.65,1,1.996546854
7.66,1,2.029869827
7.67,1,2.048532915
7.68,1,2.065385354
7.69,1,2.076140239
7.7,-1,2.091577178
7.71,-1,1.397255032
7.72,-1,0.8319045323
7.73,-1,0.3722421942
7.74,-1,-0.001250399897
7.75,-1,-0.3165792832
7.76,-1,-0.5794957024
7.77,-1,-0.782028637
7.78,-1,-0.9517915479
7.79,-1,-1.084131774
7.8,-1,-1.193079465
7.81,-1,-1.278652783
7.82,-1,-1.361860693
7.83,-1,-1.424863989
7.84,1,-1.473407895
7.85,1,-0.822962266
7.86,1,-0.2871095192
7.87,1,0.1541952042
7.88,1,0.5170820209
7.89,1,0.8143684433
7.9,1,1.059177545
7.91,-1,1.255313042
7.92,-1,0.7236874447
7.93,-1,0.2763039923
7.94,-1,-0.08639862928
7.95,-1,-0.377111599
7.96,-1,-0.6271789855
7.97,-1,-0.8274222599
7.98,1,-0.9882461687
7.99,1,-0.4224286832
8,1,0.04017975542
8.01,1,0.4182605055
8.02,1,0.7254760452
8.03,1,0.9832076448
8.04,1,1.189593412
8.05,1,1.361204361
8.06,1,1.514393337
8.07,1,1.63066177
8.08,1,1.727392787
8.09,1,1.808499391
8.1,1,1.874215094
8.11,1,1.920571153
8.12,1,1.961024241
8.13,1,2.008651765
8.14,1,2.040098465
8.15,1,2.065558827
8.16,1,2.080012539
8.17,1,2.094931735
8.18,1,2.102509568
8.19,1,2.116746904
8.2,1,2.127841494
8.21,1,2.134935563
8.22,1,2.142987686
8.23,1,2.139393127
8.24,1,2.150186535
8.25,1,2.151734212
8.26,1,2.163155383
8.27,1,2.159345532
8.28,1,2.160076775
8.29,1,2.158793187
8.3,1,2.164523222
8.31,1,2.159075509
8.32,1,2.176952063
8.33,-1,2.180208063
8.34,-1,1.478236609
8.35,-1,0.9005408478
8.36,-1,0.4324946099
8.37,-1,0.04110538082
8.38,-1,-0.2756819751
8.39,-1,-0.534813295
8.4,-1,-0.7446271604
8.41,-1,-0.9202561858
8.42,-1,-1.060660688
8.43,-1,-1.17412844
8.44,-1,-1.268027255
8.45,-1,-1.356810506
8.46,-1,-1.420283852
8.47,1,-1.480227071
8.48,1,-0.8251627889
8.49,1,-0.2921881182
8.5,1,0.1544119408
8.51,1,0.5203578121
8.52,1,0.8106160166
8.53,1,1.067667175
8.54,1,1.264341961
8.55,1,1.424316646
8.56,1,1.544827057
8.57,1,1.658754412
8.58,1,1.749667046
8.59,1,1.831777931
8.6,1,1.888198033
8.61,-1,1.947105511
8.62,-1,1.285679025
8.63,-1,0.7498245394
8.64,-1,0.3001811778
8.65,-1,-0.06715548328
8.66,-1,-0.3748713713
8.67,-1,-0.6190749776
8.68,1,-0.8184410854
8.69,1,-0.2754505638
8.7,1,0.1579098763
8.71,1,0.5274686187
8.72,1,0.8121295568
8.73,1,1.054826758
8.74,1,1.254522665
8.75,-1,1.421753059
8.76,-1,0.8550744301
8.77,-1,0.3859867443
8.78,-1,0.007230345049
8.79,-1,-0.3035870448
8.8,-1,-0.5581585014
8.81,-1,-0.7805394072
8.82,-1,-0.9506228046
8.83,-1,-1.090619619
8.84,-1,-1.20286477
8.85,-1,-1.295445689
8.86,-1,-1.36504225
8.87,-1,-1.428212642
8.88,-1,-1.477473423
8.89,-1,-1.519618089
8.9,-1,-1.562271436
8.91,-1,-1.584729367
8.92,-1,-1.611324789
8.93,-1,-1.623442552
8.94,-1,-1.639392045
8.95,-1,-1.653816242
8.96,-1,-1.674106716
8.97,-1,-1.690865986
8.98,-1,-1.693846907
8.99,-1,-1.706850966
