time,input2,output2,input1,output1
2.4,1.0,-0.36461187457752653,-1.0,-0.5728162558848684
2.42,1.0,-0.0680766956707421,-1.0,-0.7040881238888566
2.44,1.0,0.09813654927101081,-1.0,-0.8049681156534211
2.46,1.0,0.1887914198245059,-1.0,-0.8754624497007669
2.48,1.0,0.23750118867203615,-1.0,-0.9323733636198085
2.5,1.0,0.26770731451215646,-1.0,-0.9740918436108287
2.52,1.0,0.2818310146076855,-1.0,-1.006495400434843
2.54,1.0,0.29040121016296117,-1.0,-1.0302586054730447
2.56,1.0,0.2933146539275803,-1.0,-1.049068187349673
2.58,1.0,0.29701563291519006,-1.0,-1.061387333177521
2.6,0.0,0.2971888092758646,-1.0,-1.070559387524761
2.62,0.0,-0.0017553117046468947,-1.0,-0.9772774818705183
2.64,0.0,-0.16463071619804198,-1.0,-0.9078537728422348
2.66,0.0,-0.25726991763217427,-1.0,-0.8563465331344206
2.68,0.0,-0.30712013954601974,-1.0,-0.8171244202133375
2.7,0.0,-0.332723571349419,-1.0,-0.7876075954532284
2.72,0.0,-0.3485502154726982,-1.0,-0.765631272538148
2.74,0.0,-0.35631264973767907,-1.0,-0.749199944236503
2.7600000000000002,0.0,-0.3610951374685491,-1.0,-0.7373817391935691
2.7800000000000002,0.0,-0.3635234049872774,-1.0,-0.7283089560993014
2.8000000000000003,-1.0,-0.3654352036914185,-1.0,-0.7206057497070509
2.82,-1.0,-0.6647262375106906,-1.0,-0.6128423245020945
2.84,-1.0,-0.8314229659138925,-1.0,-0.5367587878345528
2.86,-1.0,-0.9218629538873515,-1.0,-0.4783396541719346
2.88,-1.0,-0.9730120187377455,-1.0,-0.43247636347783963
2.9,-1.0,-0.9981707760946807,-1.0,-0.3991702196564094
2.92,-1.0,-1.014635655776574,-1.0,-0.37308748528622726
2.94,-1.0,-1.0217665622716934,-1.0,-0.3548953574982587
2.96,-1.0,-1.0259249551886864,-1.0,-0.3398231124354371
2.98,-1.0,-1.0302869184651526,-1.0,-0.3312962865559679
3.0,0.0,-1.0308809433862038,1.0,-0.32452461405354466
3.02,0.0,-0.49086663789859825,1.0,0.08236325592157229
3.04,0.0,-0.196914352260368,1.0,0.38682991358961316
3.06,0.0,-0.032671011696607306,1.0,0.6144945999535554
3.08,0.0,0.05635732356749699,1.0,0.7874341175559072
3.1,0.0,0.10441418295913193,1.0,0.9128641064534724
3.12,0.0,0.13259125364992894,1.0,1.0108964160262797
3.14,0.0,0.14777980833200935,1.0,1.082478715248347
3.16,0.0,0.15651719307475614,1.0,1.1387176725858998
3.18,0.0,0.16124637345700185,1.0,1.1785788747347712
3.2,-1.0,0.16268312601293547,1.0,1.209668291185407
3.22,-1.0,-0.13400435892356477,1.0,1.33084304020418
3.24,-1.0,-0.2977620838912264,1.0,1.422659175080725
3.2600000000000002,-1.0,-0.38993933298035266,1.0,1.4929595361602295
3.2800000000000002,-1.0,-0.4397892242003289,1.0,1.5433202023870698
3.3000000000000003,-1.0,-0.46705910725629685,1.0,1.584333140541433
3.3200000000000003,-1.0,-0.48084875277666883,1.0,1.6128832446563617
3.34,-1.0,-0.4897884565246741,1.0,1.6356794018022234
3.36,-1.0,-0.49334293572688465,1.0,1.6519417660245488
3.38,-1.0,-0.4945202207170846,1.0,1.663909325244631
3.4,0.0,-0.4976056179655792,-1.0,1.6719174926561624
3.42,0.0,-0.43921595940842595,-1.0,1.0796328815957987
3.44,0.0,-0.40826058855855507,-1.0,0.6346292450738995
3.46,0.0,-0.3899844257099416,-1.0,0.30078909374486174
3.48,0.0,-0.3786070491030877,-1.0,0.05065278204007628
3.5,0.0,-0.3710495251069651,-1.0,-0.13609400276459538
3.52,0.0,-0.369172356020208,-1.0,-0.27814671946385255
3.54,0.0,-0.37003175079908324,-1.0,-0.38281817284033864
3.56,0.0,-0.3675595463803642,-1.0,-0.4619054409086097
3.58,0.0,-0.3671234695870721,-1.0,-0.5207888755226686
3.6,1.0,-0.36695147484894963,0.0,-0.5667343134826758
3.62,1.0,0.05202244548991637,0.0,-0.44904632061675637
3.64,1.0,0.2830929685050005,0.0,-0.3617726457039814
3.66,1.0,0.41207550159200546,0.0,-0.2957700901010808
3.68,1.0,0.4811655821258346,0.0,-0.24823950715362436
3.7,1.0,0.5200440826509669,0.0,-0.2095373101641029
3.72,1.0,0.5399970019821005,0.0,-0.18377635810750753
3.74,1.0,0.551055953842047,0.0,-0.1621705964388047
3.7600000000000002,1.0,0.5596408347240094,0.0,-0.14725558393788032
3.7800000000000002,1.0,0.5620124605557832,0.0,-0.13651860842051322
3.8000000000000003,-1.0,0.5642389646512539,0.0,-0.12672487525500584
3.8200000000000003,-1.0,-0.0328482904669059,0.0,0.08000286568224682
3.84,-1.0,-0.3647491383617264,0.0,0.2366944100718288
3.86,-1.0,-0.5438323012832016,0.0,0.3514346776833134
3.88,-1.0,-0.6444837363429172,0.0,0.4375193734570451
3.9,-1.0,-0.6982696601656119,0.0,0.5053423148625624
3.92,-1.0,-0.7310118075823939,0.0,0.5529798999491966
3.94,-1.0,-0.7464330918613653,0.0,0.5899022750705062
3.96,-1.0,-0.7550051024613379,0.0,0.6177015055310371
3.98,-1.0,-0.76126819183529,0.0,0.6375703373698304
4.0,1.0,-0.7639856937110521,0.0,0.6506919146811228
4.0200000000000005,1.0,-0.16389268029573692,0.0,0.46549827618182166
4.04,1.0,0.1645217034893368,0.0,0.3244043906155735
4.0600000000000005,1.0,0.34544381448921097,0.0,0.21762607178866547
4.08,1.0,0.4448600425424585,0.0,0.13811981424522146
4.1,1.0,0.4992051599614513,0.0,0.07801055474693963
4.12,1.0,0.5309418857604352,0.0,0.03397045953298683
4.14,1.0,0.5483562301680053,0.0,9.723102771070057e-05
4.16,1.0,0.5550110822121503,0.0,-0.024895525699903248
4.18,1.0,0.560738809047588,0.0,-0.042837757664464356
4.2,0.0,0.5632730051627226,-1.0,-0.056917228372439725
4.22,0.0,0.14508114895803664,-1.0,-0.21894347571296102
4.24,0.0,-0.08526523970666623,-1.0,-0.3405374954796278
4.26,0.0,-0.2119580884008094,-1.0,-0.427732555521201
4.28,0.0,-0.28075191441479797,-1.0,-0.49608038019250755
4.3,0.0,-0.31944501975229617,-1.0,-0.5456255543078258
4.32,0.0,-0.34201623752493854,-1.0,-0.5862006830353372
4.34,0.0,-0.3514629413503895,-1.0,-0.6133226508415408
4.36,0.0,-0.3595484321877467,-1.0,-0.6345400184126532
4.38,0.0,-0.3626669125129532,-1.0,-0.6510226930891729
4.4,-1.0,-0.36526227585727394,0.0,-0.6635535642308517
4.42,-1.0,-0.543786803536395,0.0,-0.32314201677422805
4.44,-1.0,-0.6449223366284491,0.0,-0.06735891040003755
4.46,-1.0,-0.6995178770127913,0.0,0.12653166636578703
4.48,-1.0,-0.728180669040894,0.0,0.26762324487536554
4.5,-1.0,-0.7463421084375582,0.0,0.37517629954801696
4.5200000000000005,-1.0,-0.756504839501762,0.0,0.45733644980635946
4.54,-1.0,-0.7616292087225477,0.0,0.5174621616912513
4.5600000000000005,-1.0,-0.7639629187873737,0.0,0.5633610758292577
4.58,-1.0,-0.7650644539222734,0.0,0.5988660771647673
4.6000000000000005,-1.0,-0.7651152595251625,1.0,0.6222742288470061
4.62,-1.0,-0.6454310036130089,1.0,0.8917159021239583
4.64,-1.0,-0.5813147424690867,1.0,1.0923483469939168
4.66,-1.0,-0.5444238345419498,1.0,1.246812441301739
4.68,-1.0,-0.5234666062288993,1.0,1.3606668691942236
4.7,-1.0,-0.5126060834022274,1.0,1.4446543487307542
4.72,-1.0,-0.5056373042419592,1.0,1.5083649568222826
4.74,-1.0,-0.5030463050480147,1.0,1.554608726673715
4.76,-1.0,-0.5033332870556025,1.0,1.5917613220971893
4.78,-1.0,-0.5009897256510507,1.0,1.6187236790151205
4.8,1.0,-0.5019912956390815,1.0,1.6389111681977322
4.82,1.0,0.10001495408459704,1.0,1.4545041254911024
4.84,1.0,0.42969551679741824,1.0,1.3166846700442345
4.86,1.0,0.6109453825058504,1.0,1.2131174818696866
4.88,1.0,0.7103148027549627,1.0,1.1335692320782305
4.9,1.0,0.7654847239747826,1.0,1.0755709802050037
4.92,1.0,0.7963492149500958,1.0,1.0314706470545083
4.94,1.0,0.8133164491364234,1.0,0.9959182693593941
4.96,1.0,0.8229590698296582,1.0,0.973129596065959
4.98,1.0,0.8270895659663083,1.0,0.9546966387364927
5.0,-1.0,0.8298137108417024,1.0,0.9419176862785699
5.0200000000000005,-1.0,0.23082383755037822,1.0,1.1312231958572616
5.04,-1.0,-0.09576148261964808,1.0,1.2734165689256203
5.0600000000000005,-1.0,-0.2784508189497507,1.0,1.3804995087337424
5.08,-1.0,-0.37734699878563244,1.0,1.4608796941976285
5.1000000000000005,-1.0,-0.43294948009024475,1.0,1.520191842179452
5.12,-1.0,-0.46197132617242276,1.0,1.5643628634026256
5.14,-1.0,-0.4787840466688672,1.0,1.5993126164508282
5.16,-1.0,-0.49036193357881724,1.0,1.623364988791469
5.18,-1.0,-0.4932400006107256,1.0,1.6428032563838901
5.2,0.0,-0.49796754130490717,-1.0,1.6563969551520479
5.22,0.0,-0.44052937816946053,-1.0,1.0672192393601732
5.24,0.0,-0.40619491258051105,-1.0,0.6245841570925319
5.26,0.0,-0.38807015563491265,-1.0,0.2925031398976097
5.28,0.0,-0.3784736120453304,-1.0,0.04555886262921749
5.3,0.0,-0.3729758743712969,-1.0,-0.13932324902699786
5.32,0.0,-0.37034092073029096,-1.0,-0.2785766773431584
5.34,0.0,-0.3697878596698461,-1.0,-0.3854267732500505
5.36,0.0,-0.36752872155937616,-1.0,-0.4623280813222227
5.38,0.0,-0.368181009808608,-1.0,-0.5240691468968217
5.4,1.0,-0.367416192692801,0.0,-0.5673688190435702
5.42,1.0,0.05416317017163563,0.0,-0.45089703184989083
5.44,1.0,0.2854214811554933,0.0,-0.3626552691792027
5.46,1.0,0.41266797593253496,0.0,-0.296300838667045
5.48,1.0,0.4797268971915801,0.0,-0.24900442335556003
5.5,1.0,0.517877717681744,0.0,-0.21096733880807889
5.5200000000000005,1.0,0.5405295805683712,0.0,-0.18174014377703085
5.54,1.0,0.5507881150186115,0.0,-0.16177152218161855
5.5600000000000005,1.0,0.559008650088044,0.0,-0.145607625887925
5.58,1.0,0.5630937420846637,0.0,-0.13555145150939257
5.6000000000000005,-1.0,0.564890948517175,0.0,-0.1273492302952482
5.62,-1.0,-0.0340061001665391,0.0,0.08110048421093943
5.64,-1.0,-0.36314512516644365,0.0,0.2351927464333675
5.66,-1.0,-0.5465238842114855,0.0,0.34989721846831545
5.68,-1.0,-0.6453756951753882,0.0,0.43839508093011204
5.7,-1.0,-0.7017961006594353,0.0,0.5037352148921995
5.72,-1.0,-0.7301547347598085,0.0,0.552766664350678
5.74,-1.0,-0.7452153202300293,0.0,0.5898878552169374
5.76,-1.0,-0.7562659011966054,0.0,0.6191967370761237
5.78,-1.0,-0.762387193262242,0.0,0.637367316995423
5.8,1.0,-0.7639636001292208,1.0,0.6515040088477335
5.82,1.0,-0.04665275084311898,1.0,0.7154016418167308
5.84,1.0,0.35024055648772645,1.0,0.7610967472019421
5.86,1.0,0.5683482677977286,1.0,0.7946740716298442
5.88,1.0,0.6858743582613052,1.0,0.8209583205426788
5.9,1.0,0.753305465131958,1.0,0.8402453892173557
5.92,1.0,0.7887461266209436,1.0,0.8544854826488727
5.94,1.0,0.809048256545058,1.0,0.867787844935315
5.96,1.0,0.8198068197813281,1.0,0.8755400405367164
5.98,1.0,0.8262164513817124,1.0,0.8826984864397959
6.0,-1.0,0.8295953469194404,-1.0,0.8868928983669511
6.0200000000000005,-1.0,-0.007676676367034915,-1.0,0.5898661333925656
6.04,-1.0,-0.46900653485500365,-1.0,0.3658210898687119
6.0600000000000005,-1.0,-0.7235055854803883,-1.0,0.20274698487296625
6.08,-1.0,-0.8617822707052002,-1.0,0.07461088527159412
6.1000000000000005,-1.0,-0.9384328918143121,-1.0,-0.016865264596518284
6.12,-1.0,-0.9800911847271345,-1.0,-0.08875065103672343
6.140000000000001,-1.0,-1.0053428133639835,-1.0,-0.1411975258533031
6.16,-1.0,-1.0176405533391508,-1.0,-0.18115385966795775
6.18,-1.0,-1.0236253304279257,-1.0,-0.2102165030586692
6.2,-1.0,-1.0281686813678146,1.0,-0.2335083723854213
6.22,-1.0,-0.7898739796611449,1.0,0.2508043067231806
6.24,-1.0,-0.6578559068868707,1.0,0.6123364037352701
6.26,-1.0,-0.5875423097234972,1.0,0.88589303060795
6.28,-1.0,-0.5496612853587047,1.0,1.0870708412638495
6.3,-1.0,-0.5255892579558079,1.0,1.2402300645944633
6.32,-1.0,-0.5157884588101365,1.0,1.3564382803484354
6.34,-1.0,-0.5073136040818054,1.0,1.440810932156157
6.36,-1.0,-0.5044202700110021,1.0,1.5059536413940653
6.38,-1.0,-0.502940754597421,1.0,1.5557567621787807
6.4,-1.0,-0.5030499635604143,-1.0,1.5925133099972226
6.42,-1.0,-0.738864795216056,-1.0,1.11743939638766
6.44,-1.0,-0.8729997248012334,-1.0,0.7637261892633899
6.46,-1.0,-0.9442693398961761,-1.0,0.4991570005016258
6.48,-1.0,-0.9856416825546317,-1.0,0.297228750886753
6.5,-1.0,-1.0040386488543103,-1.0,0.148180027229352
6.5200000000000005,-1.0,-1.0174974663228782,-1.0,0.036338958589295256
6.54,-1.0,-1.0268692595763091,-1.0,-0.04640600977977064
6.5600000000000005,-1.0,-1.0264392984699469,-1.0,-0.11162610107427032
6.58,-1.0,-1.0300520911434743,-1.0,-0.15768493550613857
6.6000000000000005,-1.0,-1.033479000077028,-1.0,-0.1913714753018261
6.62,-1.0,-1.0320489737447613,-1.0,-0.2190014583594914
6.640000000000001,-1.0,-1.0320584831025816,-1.0,-0.24090791820007576
6.66,-1.0,-1.0330830087551033,-1.0,-0.2561771608509222
6.68,-1.0,-1.0325718387402871,-1.0,-0.2661857218840445
6.7,-1.0,-1.0330201025618457,-1.0,-0.2762738116997854
6.72,-1.0,-1.033746114704535,-1.0,-0.2814616209446749
6.74,-1.0,-1.0323572639809082,-1.0,-0.2870243330205527
6.76,-1.0,-1.0334177165428737,-1.0,-0.2896491131339241
6.78,-1.0,-1.0329959874123809,-1.0,-0.29267570481979815
6.8,1.0,-1.0336840054395433,1.0,-0.2926715492354557
6.82,1.0,-0.19235292985864272,1.0,0.005249478154755066
6.84,1.0,0.26896917121284136,1.0,0.22908216452567373
6.86,1.0,0.5251185216029072,1.0,0.3958611601227913
6.88,1.0,0.6609806553357098,1.0,0.5234552625836393
6.9,1.0,0.7405973030020506,1.0,0.6178817873257066
6.92,1.0,0.7827773280266943,1.0,0.6884937673864551
6.94,1.0,0.8062436955970368,1.0,0.7408295936222621
6.96,1.0,0.8173735669673787,1.0,0.7805994414103767
6.98,1.0,0.8256469440259535,1.0,0.8104737297602617
7.0,0.0,0.8273376270121087,0.0,0.8333755847136876
7.0200000000000005,0.0,0.40982444890895636,0.0,0.6990100773474874
7.04,0.0,0.1817060942722957,0.0,0.5987986001749219
7.0600000000000005,0.0,0.05618109120624407,0.0,0.52539995081087
7.08,0.0,-0.014986417622804848,0.0,0.4680678622013545
7.1000000000000005,0.0,-0.05470027940663995,0.0,0.4251518519943231
7.12,0.0,-0.07647273436748901,0.0,0.39436804529136255
7.140000000000001,0.0,-0.08495204266792541,0.0,0.3728121847070881
7.16,0.0,-0.09192997268607858,0.0,0.3541207897010932
7.18,0.0,-0.0945510367027563,0.0,0.34015952268332816
7.2,-1.0,-0.09660295003429548,1.0,0.32984332618314194
7.22,-1.0,-0.27800295172599027,1.0,0.6711755516074283
7.24,-1.0,-0.3774316271346962,1.0,0.9298578215615119
7.26,-1.0,-0.43278578533210593,1.0,1.1225443350046027
7.28,-1.0,-0.46601811120028847,1.0,1.267279766486559
7.3,-1.0,-0.4791872439163912,1.0,1.3762968469574524
7.32,-1.0,-0.48879709327405646,1.0,1.4561979570412595
7.34,-1.0,-0.4933396808147125,1.0,1.517337346132545
7.36,-1.0,-0.4971395149451269,1.0,1.5639429852338864
7.38,-1.0,-0.49925752475109686,1.0,1.5967043049462109
7.4,-1.0,-0.4980192170333065,1.0,1.6226311648210208
7.42,-1.0,-0.5000195633198308,1.0,1.6419044933610238
7.44,-1.0,-0.4994111559585379,1.0,1.6587474939041718
7.46,-1.0,-0.502647907577406,1.0,1.6665364938586713
7.48,-1.0,-0.5008905923260238,1.0,1.6749518369245358
7.5,-1.0,-0.4991393558627807,1.0,1.6813182660804067
7.5200000000000005,-1.0,-0.49925915075967114,1.0,1.6864335623696558
7.54,-1.0,-0.4990901633917778,1.0,1.688706684694046
7.5600000000000005,-1.0,-0.49980372386828475,1.0,1.6911000388986053
7.58,-1.0,-0.4993938381565255,1.0,1.6928277623183783
7.6000000000000005,1.0,-0.49945468863413606,0.0,1.6967731379549025
7.62,1.0,-0.018605336119559283,0.0,1.2457241303590862
7.640000000000001,1.0,0.24408077706202516,0.0,0.9133067872930452
7.66,1.0,0.3890372522948543,0.0,0.6576052046777128
7.68,1.0,0.46809096266267886,0.0,0.4685039427477829
7.7,1.0,0.5139816723576106,0.0,0.32325565925072625
7.72,1.0,0.5394240870370504,0.0,0.2202354476869125
7.74,1.0,0.550239690742746,0.0,0.13975053719040273
7.76,1.0,0.556701009655769,0.0,0.0810933074037197
7.78,1.0,0.5612080852799595,0.0,0.036587922462147156
7.8,0.0,0.5636552947374607,0.0,0.001399984048519677
7.82,0.0,0.2656100849686663,0.0,0.0761456779016352
7.84,0.0,0.1021043858128039,0.0,0.131576101899063
7.86,0.0,0.009406755147366197,0.0,0.17308473771679536
7.88,0.0,-0.038029202127314296,0.0,0.20650546486721427
7.9,0.0,-0.06713255301152303,0.0,0.2281131853227543
7.92,0.0,-0.08190642481430717,0.0,0.24712681353443874
7.94,0.0,-0.09034849543557522,0.0,0.25992617702688603
7.96,0.0,-0.09564180521574886,0.0,0.2719392832784264
7.98,0.0,-0.09741665782779346,0.0,0.2790660698489852
8.0,-1.0,-0.09829321590135129,-1.0,0.28344644626123855
8.02,-1.0,-0.5185267492195873,-1.0,0.1379137609771397
8.040000000000001,-1.0,-0.7504654562507818,-1.0,0.028979565641899484
8.06,-1.0,-0.8773970340444299,-1.0,-0.055462925132342196
8.08,-1.0,-0.9476787081971735,-1.0,-0.1148165379436671
8.1,-1.0,-0.9863258117715481,-1.0,-0.16150351799344853
8.120000000000001,-1.0,-1.0070280349034046,-1.0,-0.19628786416877816
8.14,-1.0,-1.0200721527244994,-1.0,-0.22058481745306524
8.16,-1.0,-1.0268548221213198,-1.0,-0.24189020815177906
8.18,-1.0,-1.0291443436310808,-1.0,-0.2560331985271095
8.2,-1.0,-1.0315305114098345,-1.0,-0.26837792212779965
8.22,-1.0,-1.0344680087409512,-1.0,-0.27503528078376394
8.24,-1.0,-1.034367343754359,-1.0,-0.28235161721688606
8.26,-1.0,-1.0334809359235801,-1.0,-0.28760984382087945
8.28,-1.0,-1.0322224376737188,-1.0,-0.2894449984057682
8.3,-1.0,-1.0336312575928224,-1.0,-0.29182623728498625
8.32,-1.0,-1.0331272696288325,-1.0,-0.2943220412740071
8.34,-1.0,-1.032889855055816,-1.0,-0.29598865185130957
8.36,-1.0,-1.0343294285561087,-1.0,-0.29724518701400016
8.38,-1.0,-1.0334197660937372,-1.0,-0.2982615619364185
8.4,0.0,-1.033118932715025,1.0,-0.2984667766164487
8.42,0.0,-0.49371964863698325,1.0,0.10250911501761602
8.44,0.0,-0.19683109349492034,1.0,0.4002798193404719
8.46,0.0,-0.030967858654014115,1.0,0.6244415112859009
8.48,0.0,0.05606089727222742,1.0,0.7942221291407189
8.5,0.0,0.10843292903323683,1.0,0.9204386009621146
8.52,0.0,0.13236319350528855,1.0,1.0170774338627298
8.540000000000001,0.0,0.14741358951874126,1.0,1.0859617592507267
8.56,0.0,0.15722206679984094,1.0,1.1399932413244593
8.58,0.0,0.16147240060425452,1.0,1.1809689000964168
8.6,0.0,0.16482362870430167,1.0,1.2111974481102294
8.620000000000001,0.0,0.16592530383333862,1.0,1.2333948589095431
